Coverage,Date,Description,Rarity,Sense of the Modern,Source,Title,added,collection_id,collection_resource,collection_url,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
"POINT(-1736171.5509708 1329488.3420361)|POINT(-8380695.5164627 4866622.5743973)|3|0.0000000|0.0000000|osm
210 Lancaster Avenue, Ardmore PA and Bissau, Guinea-Bissau",1994,"The Kullman Building Corporation, innovator of Dining Car factory technology, builds prefabricated American Embassy building for Bissau, Guinea-Bissau in his factory in New Jersey in 1994. Kullman presided over the designs that produced diners like the Empire Diner in New York City, but more importantly, the Diner located at 210 Lancaster Avenue in Ardmore. Prefabricated restaurants designed to feed versus prefabricated embassies designed to provide security and a bit of America for the workers in Bissau. ",7,4,"""The main diner manufacturer was Kullman Diners, started by Samuel Kullman in Newark in 1927: From diners to diplomacy,"" NYC Architecture, http://nyc-architecture.com/TYPE/TYPE-Diner.htm.",Dining Car Embassy,2014-10-29T15:58:51+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=214,214,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-10-29T16:00:09+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,"architecture, diner, diplomacy, technology",http://ds.haverford.edu/lancasterproject/api/items/214
"POINT(-8380699.0994481 4866624.619441)||||osm
Overbrook to Paoli",None,"The prefabrication of Diners, Homes, Embassies, Banks, Skyscrapers, Playgrounds, Stadiums and Nature represents the solution to the problem of time and space in America. 
Little boxes on a hillside are piled on top of each other and Skyscrapers spread across the American landscape where the only break from traveling is a stop at a Diner feeding you the same Handmade milkshakes as the one you got in Wayne. 
Lancaster Avenue is a trainline of prefabricated homes that stretches to Guinea-Bissau and manages to destroy whatever new there could be. 
Find suburban mini-mansions next to trailer parks on the way from Paoli to Lancaster, and semi-urban developments next to Chinese diner cars in Ardmore. ",5,5,None,"Modular, Prefabrication, and the American Suburban Life",2014-10-29T16:18:06+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=215,215,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-10-29T16:18:06+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/215
"||||osm
Lancaster, PA",None,"The text of a Miscellaneous Advertisement reads: ""The Lancaster Orgam MAnufactory turns out the Finest Toned Instruments in the Market. All Organs guaranteed for FIVE YEARS. Alex McKillips, Manufactory rearo fo St. John's Lutheran Church Orange Street.

Bolded and capitalized the Five Year guarantee, rather than the name of the business is the focal point of this small advert.  The temporality of the product (laughably short in our modern perspective) is more important or seductive than the organ's maker. Perhaps this is due to the lack of monopolies among organ producers?",9,2,"The Lancaster Intelligencer. Volume XV--No. 65. Lancaster, PA November 15, 1878.",Five Year Guarantee!,2014-10-29T20:23:44+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=216,216,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T20:03:53+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,advertisement,http://ds.haverford.edu/lancasterproject/api/items/216
"POLYGON((-8381248.4905889 4867313.7470239,-8381022.7624898 4867279.1114955,-8381119.5031037 4867126.2374389,-8381302.2353744 4867219.3950672,-8381222.2153604 4867237.3099957,-8381268.7941745 4867252.836267,-8381268.7941745 4867254.0305956,-8381268.7941745 4867254.0305956,-8381258.0452174 4867250.4476099,-8381248.4905889 4867313.7470239))|3|0.0000000|0.0000000|osm
Suburban Square, Ardmore, PA","October 29, 2014","""When shopping goes from hurried, climate-controlled chore to a rediscovery of the upscale American neighborhood, you know you’ve arrived at Suburban Square. Join the region’s chicest moms and classiest dads, along with athletes, brides and hipsters, fashionistas and more at the Main Line’s premiere retail destination. The best children’s clothiers, fashion for men and women, and goods for home and kitchen are all waiting, in one beautiful small-town stroll.""",4,5,"""Shopping at the Square,"" Suburban Square Website, http://www.suburbansquare.com/mall_shopping.aspx",The Redevelopment of the Upscale American suburb,2014-10-29T16:27:57+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=217,217,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T20:00:22+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,"architecture, shopping, suburbs, technology, wealth",http://ds.haverford.edu/lancasterproject/api/items/217
"||||osm
Lancaster, PA.",None,"This section of the newspaper addresses the deaths, accidents, and murders happening outside Lancaster. Ex: ""Three deaths from yellow fever were reported in New Orleans yesterday.""

The list goes on. The paper mimes the delay of catastrophe, the way affect spreads. To quote William Borroughs, ""Paranoia is having the right information.""",9,3,"Lancaster Daily Intelligencer. Volume XV, No. 65.Friday, November 18, 1878. ",Latest News By Mail,2014-10-29T16:31:03+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=218,218,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-10-29T16:31:03+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,None,http://ds.haverford.edu/lancasterproject/api/items/218
"||||osm
Construction of the Railroad in Malvern",None,"In the summer of 1832, 57 irish immigrant workers died during the construction of the railroad within a six week span. 

 ""Two of the skulls discovered had damage consistent with blunt-force trauma, which calls into question reports that everyone in the crew fell victim to the widespread Asiatic cholera outbreak that ravaged Philadelphia that summer. Archival research, a long-covert railroad file and the subsequent archeological discoveries all point to the possibility that anti-immigrant and anti-Catholic sentiment and violence were directed at the men, who would’ve been exotic threats to the locals. Even more shockingly, the railroad itself may have acted to halt the spread of cholera by preemptively killing the infected, figuring the men were expendable and untraceable, and the assailants’ crimes erasable—with fill.""

These workers were anonymously buried along the tracks. These deaths ""were seen as unfortunate casualties of progress,"" as if the tides of progress possess some sort of inertia that justifies the deaths of these men. Here, progress is founded on the lives of the 'othered' and subjugated laborer who remains anonymous and is condemned to the shadows of history.

The supernatural enters this space of shadow. ""The Rev. J. Francis Watson would finally get his chance to examine the confidential railroad file long stored in a Narberth study and passed down by his grandfather. With it, his twin brother, William, would come to understand his supernatural sighting at Immaculata University two years prior, as townhouses surrounding Duffy’s Cut were going up. Frank would remember his grandfather’s Thanksgiving Day railroad ghost stories, both siblings would recall the walks they took with him on defunct rail.""
",7,4,"Pirro, J.F. ""Lost and Found."" Www.mainlinetoday.com. Main Line Today, n.d. Web. 29 Oct. 2014.",Duffy's Cut,2014-10-29T16:50:21+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=219,219,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-20T16:02:55+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"death, labor, Lancaster Avenue Arcades, supernatural",http://ds.haverford.edu/lancasterproject/api/items/219
"||||osm
",None,"A woman and her two children were murdered by the woman's love interest. 

""The victims were innocent and foolishly naive - two children and their mother, a divorced high-school teacher, Susan Reinert, who was somehow gulled into believing that a man who was plotting against her meant to marry her. The murderers were brilliant and, according to observers, sociopathic - a charismatic English teacher named William S. Bradfield, and the principal, Dr. Jay C. Smith, of the high school in Upper Merion, Pa., where, along with Mrs. Reinert, they were colleagues.

As usual, the villains are what interest us most...' We want to untangle their twisted minds and strip away the complex layers of their deceptions. We want to understand them and remove all doubt as to their motives.""

The condemnation of the murdered and the celebration of the murderer. The killer was brilliant for his plot. How could the woman be so naive? The alienation of the author from the victims is all too common. Our sense of the worldhood of the World has been fragmented  by the modern. Sympathy is not an option in the modern landscape that valorizes such cold rationality evidenced by the killer. Detached rationality becomes fetishized. We can't take our eyes away.",5,4,"Lehmann-Haupt, Christopher. ""Books of the Times."" Www.newyorktimes.com. New York Times, n.d. Web. 29 Nov. 2014. <http://www.nytimes.com/1987/02/23/books/books-of-the-times-901187.html>.",The Main Line Murders,2014-10-29T16:52:34+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=220,220,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-10-29T17:04:52+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,None,http://ds.haverford.edu/lancasterproject/api/items/220
"||||osm
The men at the head of the railroad.",None,"The depiction of these two men operates within Barthes' conception of mythology. The natural histories of the two men become vacated through the caricature, with certain ideas brought to the front in order to create a particular signified. In these sort of depictions, we can glimpse the a sense of the time's ideology.

Also, these images were the first two in the book, evidencing just how prominent and powerful the railroad was. ",3,3,"Philadelphians in cartoon: As seen by Philadelphia newspaper cartoonists. (1906). Philadelphia: Harper and Brother, Co..",Caricatures of Cassatt and Converse,2014-10-29T17:22:10+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=221,221,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-10-29T17:22:10+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"Cartoon, rairoad",http://ds.haverford.edu/lancasterproject/api/items/221
"||||osm
West Philadelphia, PA. ",None,"Front page of the Wednesay, January 17 , 1932 edition of the ""Lancaster Ave. News,""published weekly by the Lancaster Avenue Business Association. Columns include, ""Churches,"" ""Social,"" ""Sports,"" ""Death,"" ",8,3,Lancaster Ave. News [Philadelphia] 17 Jan. 1932. Print. Free Library of Philadelphia.,Lancaster Ave. News,2014-11-03T22:26:10+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=222,222,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-04T23:08:14+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,Serial,http://ds.haverford.edu/lancasterproject/api/items/222
"||||osm
West Philadelphia, PA",None,"Ads on the second page of the 1932 periodical. Jewelers, laundry services, and auto supplies are among the services advertised.",None,None,Lancaster Ave. News [Philadelphia] 17 January. 1932. Print. Free Library of Philadelphia ,Ads from the Lancaster Ave. News,2014-11-03T22:31:40+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=223,223,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T20:04:23+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,False,advertisement,http://ds.haverford.edu/lancasterproject/api/items/223
None,None,None,None,None,None,Christopher Morley's Train Doodle,2014-11-04T01:38:03+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=224,224,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:28:10+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,"Christophalia, Lancaster Avenue Arcades",http://ds.haverford.edu/lancasterproject/api/items/224
"||||osm
Origins and the main line",None,"""What is now called the 'Main Line,' was not so designated fifty years ago, as the Pennsylvania Railroad had only one line then and comparatively few city families lived on it, even for the summer months. the country it serves was called by the first settles 'The Welsh Barony,' which consisted of 30,000 acres, and some of the present residents have their deeds signed by William Penn, while their country places are called by Welsh names of places from which their ancestors migrated and some railroad stations have been given these names.""

History begins with the colonization by Europeans. The renaming of the territory alienates the land from its past history. Also, the names are rewritten as modernity evolves.

Also, the centrality William Penn to the colonizing of the region is striking.  ",2,4,"Townsend, John W. The Old ""main Line"". Philadelphia, 1922. Print.",Naming the Main Line,2014-11-04T03:54:13+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=225,225,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-04T04:41:09+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"colonization, founding, Names",http://ds.haverford.edu/lancasterproject/api/items/225
"||||osm
The identity of those who reside on the Main Line",None,"The identities we proclaim in the era of the modern are rooted in pasts that we played no part in. In 1950's suburbia, the main liners cling to a rural history.

""The season play a primary role on the Main Line- for we are countrymen at heart, despite the stressing by reporters and writers in general of suburban activities and sophisticated doings."" 

Is this rooted in the eliteness of the Main Line? The desire of the white collar population to appear middle class?",3,3,"Oakley, Amy. Our Pennsylvania: Keys to the Keystone State. Indianapolis: Bobbs-Merrill, 1950. Print.","The Main Line ""Country men"" ",2014-11-04T04:38:41+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=226,226,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-04T04:38:41+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"founding, identity",http://ds.haverford.edu/lancasterproject/api/items/226
"||||osm
Names of the  towns on the Main Line and their roots",None,"""Ardmore: A small town in Ireland on the Atlantic Coast.

Berwyn: Name of a mountain range forming the border between Merioneth and Montgomery counties in Wales.

Bryn Mawr: name given to his plantation by Rowland Ellis after his home in Wales. Means 'high moor,' or 'great hill.'

Devon: Named for a tourist resort in England.

Haverford: Derived from Haverfordwest in Pembrokeshire, Wales, meaning 'the goat's ford.'

Merion: Grandson of a 5th century Welsh prince, from Merionethshire in Wales. 

Narberth: Town in Dyfed, Wales. Name means sacred or consecrated place. 

Paoli: Named for General Pasquale Paoli, a Corsican patriot. 

Radnor: means 'red earth,' Named for the county Radnorshire, located in central Wales. 

Rosemont: Name Given by Pennsylvania Railroad to its station as a compliment to Joshua Ashbridge, whose farm was called Rosemont and who deeded land in 1863 for a station. 

Villanova: From the Augustinian College of St. Thomas of Villa Nova. St. Thomas was a 16th century Spanish bishop. 

Wayne: Named for Anthony Wayne, a Revolutionary War general.

Wynnewood: Wynne Wood was name of plantation named for Dr. Thomas Wynne. ""

Welsh and English roots.

Constitutive moment in American history are immortalized through names such as Wayne and Paoli. 

Lenape names all along the Main Line have been erased.",3,4,"The First 300: The Amazing and Rich History of Lower Merion. Ardmore, Pa: The Society, 2000. Print.",Etymology of the Main Line Names,2014-11-04T05:14:54+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=227,227,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T16:02:55+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,"colonization, Lancaster Avenue Arcades, Names",http://ds.haverford.edu/lancasterproject/api/items/227
"|15|-8389260.3451971|4871149.6784518|osm
",1887-now,"In 1887, J. Johnson Brown owned the plot of land straddling Lancaster Ave. and the St. David's/Villanova exit of the Blue Route.  The estate house, ""Vanor,"" sat on the property North of Lancaster Ave. To the south of the turnpike, the estate included several acres of undeveloped forest which still exist today.

Between 1900 and 1908, the estate went through two major changes. First, it passed to J. Johnson's daughter Martha M. Brown, who co-owned the property with Mary J. Chew. Second, the Philadelphia & Western Railway Company (founded 1902) built a line that ran through the forest to the south of the turnpike.

By 1937, the land had passed fully into the Chew family's hands. The estate was split up and portions were owned by Oswald and Ada K. Chew. The P&W railroad still ran through the forest, owned by Oswald.

SEPTA acquired P&W through various mergers in the following decades, converting one line into the R100. The line through the forest was abandoned in the early fifties and has since been reclaimed by nature. Today, as you walk through the woods, you come across a steep ridge running parallel to Lancaster Ave. roughly 300 feet to the south. A large cement tunnel betrays the ridge's manmade origin (the ridge would otherwise run straight through Ithan creek). On the top, no trace of the railway can be found -- not a single tie, track, or rail remains.

The land is now owned by the Radnor School district. The forest remains undeveloped, haunted by the remains of the railroad and (allegedly) the spirit of its eponymous owner, Martha Brown.",10,5,"Properties along Pennsylvania Railroad, (Philadelphia, PA; J.L. Smith, 1900), plate 24. Housed in Haverford College Special Collections.

Atlas of Properties on Main Line Penna. Railroad from Overbrook to Paoli, (Philadelphia, PA: A.H. Mueller, 1908), plate 21. Housed in Haverford College Special Collections.

Atlas of the Properties in Lower Merion, Narberth, Haverford & Radnor Penna., (Philadelphia, PA: Franklin Survey Co., 1937), plate 35. Housed in Haverford College Special Collections.

http://articles.philly.com/1997-10-01/news/25538923_1_site-plan-school-board-blue-route",Martha Brown's Wood -- the history of another haunted forest,2014-11-04T19:30:54+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=228,228,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T16:13:08+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"death, Ghosts, Lancaster Avenue Arcades, nature, nature/vacuum, Railroad",http://ds.haverford.edu/lancasterproject/api/items/228
"POLYGON((-8373449.5250482 4861576.1925891,-8373449.5250482 4861576.1925891))|POLYGON((-8373439.9704197 4861566.6379606,-8373229.7685919 4861600.0791605,-8373224.9912777 4861447.2051039,-8373439.9704197 4861404.2092755,-8373439.9704197 4861566.6379606))|15|-8373241.7118776|4861632.3260318|osm
St. John's Orphan Asylum, 49th St. and Wyalusing Ave",ca. 1945-1950,"Important nuances to note in this experience:

1). Not all children were brought to orphanages because both parents were dead or unaccounted for. Parents often brought their children to orphanages, or the government took children away and placed them with orphanages because of poverty, neglect, and addiction.
2). The experience of an orphan's childhood: army-like discipline is the norm instead of the usual parental love and discipline, e.g. the dorm existence, nuns barking orders.
3) The phantasmagoria of arriving at the orphanage. Orphans were not allowed to leave the grounds of St. John's. This conjures the image of cloistered and victimized fairy tale characters like Rapunzel. Perhaps the nuns are the witches that keep them there?
",6,5,"Dubin, Murray. “Growing Up In An Orphanage: Two Men And One Woman Look Back To The Years They Spent There. They Got Everything They Needed - Except Love.” Philly.com, January 11, 1995. http://articles.philly.com/1995-01-11/living/25711790_1_orphanage-sisters-teenage-mothers.

",An Orphan of Circumstance,2014-11-04T19:41:51+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=229,229,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-11-04T20:16:06+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"childhood, healing, love, orphan, orphanage, trauma",http://ds.haverford.edu/lancasterproject/api/items/229
"POINT(-8389073.1779571 4871273.2367507)|16|-8389298.9060562|4871219.6785791|osm
",11/3/14,None,10,5,"Photo by Robert Hillinck, 11/3/14",A wrecked car on the slope of an abandoned railroad,2014-11-04T20:43:27+00:00,None,None,None,None,False,3,files,http://ds.haverford.edu/lancasterproject/api/files?item=230,230,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:13:08+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"automobile, death, Ghosts, Lancaster Avenue Arcades, nature/vacuum, technology, train",http://ds.haverford.edu/lancasterproject/api/items/230
"POINT(-8389147.2263284 4871395.0582648)|16|-8389284.5741136|4871198.1806651|osm
",11/3/14,"A chain link fence prevents animals from the Martha Brown Woods from crossing onto Lancaster Ave. Perhaps it's also meant to keep pedestrians out of the forest?

At one point along the border, a tree has fallen and warped the fence. The hole left in the foliage provides a window onto the avenue. Could natural space function like a Benjaminian interior or does this window merely strengthen our perception of natural space as something different from technological modernity?",10,4,"Video by Robert Hillinck, 11/3/14.",Lancaster Ave. seen from a fallen tree,2014-11-04T20:51:21+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=231,231,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-02T23:36:05+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"automobile, borderlands, Lancaster Avenue Arcades, nature, nature/vacuum, streets",http://ds.haverford.edu/lancasterproject/api/items/231
"||||osm
West Philadelphia, PA",None,"Excerpt from Editorial in the Wednesday, January 17, 1932 edition. “With the passing of the week after New Year’s Day a metamorphosis seems to have taken place in every business district in the city.
Firstly, all the tinsel and Christmas colors have given way to the drabbier effects of the all the year ‘round usage.
Secondly, most of the merchants have again set back to their humdrum  manner of doing business—that of waiting for the customer to come along and engaging in all the blandishments of the supersalesman. That is all well and good in its place but not in this modern day and age. 
Today the businessman is not content with the practices of a century ago.
Today ever real businessman’s begins and ends with the words: Appropriation for Advertising.” Newspaper displaying its own necessity, a vehicle for adverts. 
",6,4,	Lancaster Ave. News [Philadelphia] January 17. 1932. Print. ,Lancaster Ave. News Editorial ,2014-11-04T23:04:54+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=232,232,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T20:05:45+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"advertisement, Editorial",http://ds.haverford.edu/lancasterproject/api/items/232
"POLYGON((-8373446.2406448 4861572.1118966,-8373226.4841886 4861600.7757822,-8373212.1522458 4861424.0151543,-8373436.6860163 4861404.9058972,-8373446.2406448 4861572.1118966))|15|-8373329.1964453|4861549.0215686|osm
St. John's Orphan Asylum , 49th St. and Wyalusing Ave.",ca. 1950-1956,"Unlike Robert Hurst (See the entry An Orphan of Circumstance.), Clancy speaks of St. John’s with absolute nostalgia. The span of time from Thanksgiving to Christmas was especially nostalgic, according to the article, because “The Knights of Columbus would serve Thanksgiving dinner. Students from Villanova College would take the boys into town to see the wonders of John Wanamaker’s, Lit Brothers, Gimbel’s, or Strawbridge and Clothier; buy them a gift and treat them to dinner at the Horn & Hardart’s Automat. And of course, there were always holiday carols.” In addition, Clancy fondly remembers his stays with the host family during the holidays: “My memories of spending Christmas, Easter holidays and summer vacations with the Macatees are especially nostalgic and I have had a close relationship with that family ever since.” 
Further, Clancy denies that he grew up deprived or traumatized, claiming instead that he had a good childhood. When questioned about his opinion the criticism of orphanages, he answers, “Was I unfortunate …? Not hardly! Not when I review the ravages of our drug-infested society, particularly among inner-city youths, and the scourge it has placed upon us as a nation. Not when we witness the utter deprivement of little children whose psyches are wrecked by the proliferation of divorce, or broken homes, or child abuse from emotionally troubled parents, or in some cases to be brutally mutilated or even killed. Add to this the unsettling trauma of abortion and it becomes a pretty sordid state of affairs we find in our midst.” 

It is worthwhile to note that this article appears on website for Catholic news in the Philadelphia. A reading of the full article does reveal a bias towards an overly positive view of Catholic orphanages, not only through Clancy’s nostalgic testimony, but also by dismissing criticism of the orphanage upbringing as “common misconceptions”. Further, numerous stories found on the blog, Facebook page, and other social media dedicated to St. John’s suggest the exact opposite. Perhaps Clancy’s case is a special one.",10,5,"Baldwin, Lou. “Catholic Author Taps Fond Memories of Orphanage, Now Captures Finest Christmas Carols.” Catholic Philly, December 21, 2012. http://catholicphilly.com/2012/12/news/local-news/local-catholic-news/catholic-author-taps-fond-memories-of-orphanage-captures-finest-christmas-carols/.",Memories and Christmas Carols,2014-11-04T23:44:08+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=233,233,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-02T23:52:58+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"childhood, end of an era, love, memory, music, nostalgia, orphan, orphanage",http://ds.haverford.edu/lancasterproject/api/items/233
"POLYGON((-8373449.5250475 4861561.8606463,-8373229.7685912 4861595.3018462,-8373215.4366484 4861437.6504754,-8373439.970419 4861413.763904,-8373449.5250475 4861561.8606463))|15|-8373394.5859335|4861746.9815742|osm
St. John's Orphan Asylum, 49th St. and Wyalusing Ave.",1920's,"Prayer time led by a nun at St. John's Orphan Asylum.

Note how only the nun has a chapel kneeler while the boys must stand.",5,3,"Baldwin, Lou. “Catholic Author Taps Fond Memories of Orphanage, Now Captures Finest Christmas Carols.” Catholic Philly, December 21, 2012. http://catholicphilly.com/2012/12/news/local-news/local-catholic-news/catholic-author-taps-fond-memories-of-orphanage-captures-finest-christmas-carols/.",Prayers,2014-11-05T00:22:55+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=234,234,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T16:02:55+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"discomfort, Lancaster Avenue Arcades, orphan, orphanage, prayer, religion",http://ds.haverford.edu/lancasterproject/api/items/234
None,1971,"""A comparative newcomer to the study of Philippine ornis, he has amassed at the Delaware Museum of Natural History, which he founded, one of the finest collections of Philippine birds in existence. Of course, some specimens are absent, as they would be in any museum, but Mr. duPont has diligently sought them out in other institutions. He has also led significant expeditions in the Philippines, starting in 1958; and anyone who knows John duPont will realize that once in the islands, he heads for the nearest mountains and jungles: he is not one to dawdle about in the gardens of local officials.""(vi)


Thus reads the penultimate paragraph of the forward to John Eleuthere duPont's book, Philippine Birds, published in 1971. At first glance the almost 500 page tome dedicated to pictures and descriptions of the birds of the Philippines (scans attached), seems to offer little insight into the author himself. However, unpacking the sheer existence of this book makes possible a value entry into the man that is John duPont.

""A comparative newcomer,"" duPont is not a traditional academic. This book, the first of a number he writes, is published by the Delaware Museum of Natural History, a museum he himself financed and founded. Furthermore, duPont ""has also led significant expeditions in the Philippines,"" horizontally integrating all aspects of the academic process, self financing every step from research through publication. Perhaps to be understood as a selfless dedication to Nscience this domination over every level of production is undoubtedly somewhat strange. What drives a man to build a home for his own findings, to build a publishing house for his own distribution. Much like the nouveau rich buying their way into class and fame, duPont can be seen as buying himself into the world of ornthology, yet far from being nouveau riche duPont comes from old money, but not old academic prestige. 


Furthermore the last sentence, that duPont heads straight to the mountains and is ""not one to dawdle about,"" seems to do little more than pander to duPont's own self image. It seems difficult to read narcissism out of an anthology of birds yet there appears no other way to understand this strange tome. ",10,4,"Philippine Birds, John Eleuthere du Pont,  Delaware Museum of Natural History; 1st edition (1971)",Philippine Birds: reading narcissism from a book of birds,2014-11-05T02:36:08+00:00,3,collections,http://ds.haverford.edu/lancasterproject/api/collections/3,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=235,235,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:39:41+00:00,3,users,http://ds.haverford.edu/lancasterproject/api/users/3,True,book,http://ds.haverford.edu/lancasterproject/api/items/235
